,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
6153,koniq,6437207759.jpg,0,1,27,75,3,106,3.75471698113208,0.512906206123813,74.5133928571429,training
6154,koniq,6438830749.jpg,0,0,27,74,1,102,3.74509803921569,0.460010213184165,77.4711538461538,training
6155,koniq,6439148467.jpg,0,3,37,56,6,102,3.63725490196078,0.641613308272179,71.5,training
6156,koniq,6439499095.jpg,0,4,47,48,1,100,3.46,0.593227774062537,67.525,validation
6157,koniq,6440356973.jpg,1,23,66,14,0,104,2.89423076923077,0.621902331025801,52.4678899082569,training
6158,koniq,6440541263.jpg,0,1,30,71,5,107,3.74766355140187,0.551044598816994,75.3193277310924,training
6159,koniq,6441383857.jpg,0,1,34,65,3,103,3.67961165048544,0.546173717839859,74.1603773584906,test
6160,koniq,6441809623.jpg,0,17,70,12,0,99,2.94949494949495,0.541610172592673,53.1985981308411,training
6161,koniq,6443379565.jpg,0,0,39,58,7,104,3.69230769230769,0.592459462820778,70.3846153846154,training
6162,koniq,6443396365.jpg,1,13,64,26,2,106,3.14150943396226,0.682274616478662,56.0233050847458,test
6163,koniq,6443711585.jpg,5,36,55,9,0,105,2.64761904761905,0.706847720257836,45.4459459459459,test
6164,koniq,6445980191.jpg,0,4,56,50,0,110,3.41818181818182,0.564741041277403,63.8109243697479,test
6165,koniq,6449745557.jpg,0,0,27,75,0,102,3.73529411764706,0.443355133075576,73.785046728972,training
6166,koniq,6450022679.jpg,0,1,48,60,1,110,3.55454545454545,0.534778761361184,66.9306722689076,training
6167,koniq,6450302367.jpg,0,5,76,26,0,107,3.19626168224299,0.503558138451676,61.4485981308411,training
6168,koniq,6451339307.jpg,0,4,74,31,0,109,3.24770642201835,0.512003387263685,62.6578947368421,training
6169,koniq,6452060589.jpg,0,8,65,28,0,101,3.1980198019802,0.566035369569747,62.0661764705882,training
6170,koniq,6452529101.jpg,0,3,57,47,0,107,3.41121495327103,0.548639329374549,66.2887931034483,training
6171,koniq,6452613567.jpg,0,0,23,73,12,108,3.89814814814815,0.562700677637197,76.41875,training
6172,koniq,6453185751.jpg,0,11,65,38,0,114,3.23684210526316,0.614033978751189,60.5525210084034,test
6173,koniq,6453831461.jpg,11,44,46,7,0,108,2.4537037037037,0.765912311167127,38.0871559633027,test
6174,koniq,6458056243.jpg,2,39,63,2,0,106,2.61320754716981,0.561812622838427,42.6880530973451,test
6175,koniq,6458754563.jpg,0,2,47,49,5,103,3.55339805825243,0.621953836944761,69.0625,training
6176,koniq,6459542105.jpg,0,17,67,17,2,103,3.03883495145631,0.640501183925179,55.75,validation
6177,koniq,6459811757.jpg,0,0,50,65,0,115,3.56521739130435,0.497897945976051,68.2913043478261,test
6178,koniq,6461549237.jpg,23,74,9,0,0,106,1.86792452830189,0.535865507257953,22.4797297297297,training
6179,koniq,6462096609.jpg,1,17,72,12,0,102,2.93137254901961,0.567429568562114,51.2710280373832,training
6180,koniq,6462502847.jpg,0,2,59,39,2,102,3.40196078431373,0.567429568562114,67.3784403669725,training
6181,koniq,6464291091.jpg,0,0,23,76,4,103,3.81553398058252,0.479942251745426,77.3310810810811,training
6182,koniq,6464821041.jpg,0,5,72,32,0,109,3.24770642201835,0.529779187103462,60.6482300884956,training
6183,koniq,6465089945.jpg,2,40,58,1,0,101,2.57425742574257,0.55401326073417,42.325,training
6184,koniq,6465343643.jpg,0,1,63,39,0,103,3.36893203883495,0.504689601017511,64.8985849056604,training
6185,koniq,6467546565.jpg,5,83,19,0,0,107,2.13084112149533,0.457311919263665,29.7710084033613,test
6186,koniq,6468297341.jpg,0,9,85,16,0,110,3.06363636363636,0.474627284525461,56.7923728813559,validation
6187,koniq,6469192803.jpg,8,71,29,0,0,108,2.19444444444444,0.554646192409084,32.0848214285714,validation
6188,koniq,6469390735.jpg,5,54,48,0,0,107,2.4018691588785,0.58049772209769,39.1737288135593,training
6189,koniq,6470955539.jpg,0,2,64,40,0,106,3.35849056603774,0.519865902952877,64.4316037735849,test
6190,koniq,6471980333.jpg,0,8,65,33,1,107,3.25233644859813,0.600211565591906,59.728813559322,test
6191,koniq,6473904775.jpg,15,63,31,2,0,111,2.18018018018018,0.67686709046094,31.4615384615385,training
6192,koniq,6474704871.jpg,0,17,64,25,0,106,3.07547169811321,0.627893124171503,55.65625,training
6193,koniq,6475916177.jpg,0,6,67,28,1,102,3.23529411764706,0.565973630359299,60.1602564102564,training
6194,koniq,6475932467.jpg,0,2,40,67,4,113,3.64601769911504,0.581260237733202,71.33125,training
6195,koniq,6476406225.jpg,0,1,17,93,4,115,3.8695652173913,0.449595122547114,79.864406779661,training
6196,koniq,6476717611.jpg,1,28,70,7,0,106,2.78301886792453,0.569121578460334,48.953125,training
6197,koniq,6479303397.jpg,14,68,18,1,0,101,2.05940594059406,0.597022314125993,28.975,training
6198,koniq,6479556701.jpg,0,26,65,12,1,104,2.88461538461538,0.627952325005221,50.3526785714286,training
6199,koniq,6480739257.jpg,0,30,70,11,0,111,2.82882882882883,0.585799746638169,49.46875,training
6200,koniq,6481674971.jpg,1,18,69,14,0,102,2.94117647058824,0.594088525786005,53.425,test
6201,koniq,6483140329.jpg,7,63,31,0,0,101,2.23762376237624,0.568304757176731,31.25,training
6202,koniq,6486375983.jpg,32,60,11,1,0,104,1.81730769230769,0.65008473050323,20.661214953271,validation
6203,koniq,6486604889.jpg,6,39,43,13,2,103,2.66990291262136,0.844687545371162,45.0,training
6204,koniq,6486906969.jpg,5,54,44,4,0,107,2.4392523364486,0.646873031393711,38.2385321100917,test
6205,koniq,6489144861.jpg,0,4,50,52,0,106,3.45283018867925,0.571248848646511,66.9256756756757,test
6206,koniq,6489257695.jpg,0,9,51,42,3,105,3.37142857142857,0.68299598570088,62.875,training
6207,koniq,6490629733.jpg,0,1,42,59,5,107,3.63551401869159,0.589091455315854,71.5913043478261,training
6208,koniq,6491835829.jpg,0,0,23,60,18,101,3.95049504950495,0.638376654080683,79.1857798165138,training
6209,koniq,6493285057.jpg,0,1,30,64,4,99,3.71717171717172,0.55402799679505,71.3075221238938,training
6210,koniq,6493347009.jpg,0,1,36,65,2,104,3.65384615384615,0.535519542113137,75.552752293578,training
6211,koniq,6493679161.jpg,0,4,69,30,1,104,3.26923076923077,0.543822665820023,63.4876237623762,training
6212,koniq,6494527059.jpg,0,29,71,2,0,102,2.73529411764706,0.485970919315653,46.675,training
6213,koniq,6495386031.jpg,0,5,46,59,2,112,3.51785714285714,0.614863097003413,68.9576271186441,test
6214,koniq,6496266341.jpg,5,65,30,3,1,104,2.32692307692308,0.660131021009601,35.8982300884956,test
6215,koniq,6497142149.jpg,0,13,54,36,8,111,3.35135135135135,0.782172367060875,63.0148305084746,test
6216,koniq,649761301.jpg,6,80,41,0,0,127,2.2755905511811,0.544484106409208,33.6071428571429,training
6217,koniq,6498451617.jpg,0,14,94,24,0,132,3.07575757575758,0.533191630492889,56.5055147058824,training
6218,koniq,6500646971.jpg,0,1,24,72,0,97,3.7319587628866,0.468051455449562,78.6745283018868,training
6219,koniq,6504283859.jpg,0,25,71,4,0,100,2.79,0.498381217928443,49.894495412844,validation
6220,koniq,6508138341.jpg,45,61,0,0,0,106,1.57547169811321,0.496619298620989,15.7065217391304,training
6221,koniq,6511236583.jpg,0,3,49,60,1,113,3.52212389380531,0.568477684144608,68.4558823529412,test
6222,koniq,6512316735.jpg,0,0,53,52,1,106,3.50943396226415,0.520901837363733,69.4308035714286,training
6223,koniq,6512617013.jpg,0,0,15,76,17,108,4.01851851851852,0.546552175027866,80.26875,test
6224,koniq,6512960549.jpg,0,3,53,46,3,105,3.46666666666667,0.605530070819498,65.8620689655172,training
6225,koniq,6513274589.jpg,0,8,70,31,0,109,3.21100917431193,0.562293492881853,59.6261061946903,training
6226,koniq,6513828853.jpg,32,71,5,0,0,108,1.75,0.531705068975115,19.5105042016807,training
6227,koniq,6515985695.jpg,12,74,17,0,0,103,2.04854368932039,0.530974700787572,27.9598214285714,training
6228,koniq,6517362491.jpg,0,5,64,35,0,104,3.28846153846154,0.551662569637779,61.9504310344828,test
6229,koniq,6517732881.jpg,0,2,43,55,1,101,3.54455445544554,0.557220826517594,72.175,training
6230,koniq,6520839597.jpg,0,13,62,31,0,106,3.16981132075472,0.624449443044222,57.5021008403361,training
6231,koniq,6521275803.jpg,4,61,38,3,0,106,2.37735849056604,0.608711835626666,36.6214953271028,training
6232,koniq,6521723915.jpg,0,2,37,55,3,97,3.60824742268041,0.587308497705987,72.7522935779816,training
6233,koniq,6522952765.jpg,0,4,62,32,2,100,3.32,0.583960701597377,61.6261467889908,test
6234,koniq,6523676619.jpg,1,5,75,19,1,101,3.13861386138614,0.548264588867401,56.4036697247706,test
6235,koniq,6526093429.jpg,5,35,62,9,0,111,2.67567567567568,0.689692450064285,46.6217948717949,training
6236,koniq,6527460609.jpg,0,2,69,57,1,129,3.44186046511628,0.543526918954257,69.0,training
6237,koniq,6530075543.jpg,0,1,19,84,3,107,3.83177570093458,0.46552833260779,81.2640186915888,training
6238,koniq,6530161213.jpg,0,17,67,27,0,111,3.09009009009009,0.625947275583169,54.7648305084746,test
6239,koniq,6531551463.jpg,0,23,65,14,0,102,2.91176470588235,0.598727051921314,53.2991071428571,training
6240,koniq,6533123895.jpg,0,0,29,72,3,104,3.75,0.497566895536651,74.2278761061947,training
6241,koniq,6534182163.jpg,15,86,10,0,0,111,1.95495495495495,0.47457899787625,25.8205128205128,training
6242,koniq,6534779805.jpg,4,88,42,1,0,135,2.2962962962963,0.533561311141816,34.3101503759398,validation
6243,koniq,6534801331.jpg,1,25,75,8,0,109,2.8256880733945,0.558503899274291,49.8653846153846,validation
6244,koniq,6537150655.jpg,0,0,18,78,10,106,3.92452830188679,0.510799806233829,79.8413043478261,training
6245,koniq,6537249483.jpg,0,2,24,68,12,106,3.84905660377358,0.629322429740926,75.3217391304348,training
6246,koniq,6537543865.jpg,9,60,34,2,0,105,2.27619047619048,0.642938537785661,32.5398230088496,validation
6247,koniq,6538847583.jpg,0,5,61,35,0,101,3.2970297029703,0.557576083695231,64.7083333333333,training
6248,koniq,6540737111.jpg,3,14,68,19,0,104,2.99038461538462,0.66090835267441,53.3243243243243,training
6249,koniq,6543370923.jpg,0,3,65,36,1,105,3.33333333333333,0.548891657143786,64.9557522123894,training
6250,koniq,6543602941.jpg,0,16,47,35,0,98,3.19387755102041,0.698424785304732,55.3185840707965,test
6251,koniq,6544670475.jpg,0,14,72,23,1,110,3.1,0.605024830789249,56.0486725663717,training
6252,koniq,6550772311.jpg,0,8,47,51,3,109,3.44954128440367,0.673386116359509,64.525,training
6253,koniq,6551619395.jpg,0,6,46,46,5,103,3.48543689320388,0.684049041784815,69.0442477876106,validation
6254,koniq,6553742481.jpg,44,57,3,0,0,104,1.60576923076923,0.547159819941693,15.5848214285714,training
6255,koniq,6555285779.jpg,0,28,76,8,0,112,2.82142857142857,0.540508364550718,48.0320512820513,training
6256,koniq,6558436183.jpg,0,1,31,66,2,100,3.69,0.525991127935317,73.8119266055046,validation
6257,koniq,6560010177.jpg,2,31,64,3,0,100,2.68,0.566399223876658,45.3532110091743,training
6258,koniq,6561794905.jpg,0,5,57,47,1,110,3.4,0.593543240195398,65.3794642857143,training
6259,koniq,6563196289.jpg,0,16,69,19,0,104,3.02884615384615,0.582207562647962,52.6554054054054,test
6260,koniq,6563980965.jpg,0,0,11,81,16,108,4.0462962962963,0.500173040323575,81.1625,test
6261,koniq,6564623827.jpg,0,1,33,71,4,109,3.71559633027523,0.545889405419606,73.9915254237288,training
6262,koniq,6564941395.jpg,0,1,45,59,2,107,3.57943925233645,0.550083753101153,72.3296460176991,test
6263,koniq,656718644.jpg,16,85,24,2,0,127,2.09448818897638,0.609879910975738,27.9711538461538,validation
6264,koniq,6568238645.jpg,0,8,68,24,1,101,3.17821782178218,0.57264368684131,56.9247787610619,test
6265,koniq,6568691361.jpg,0,5,54,43,1,103,3.38834951456311,0.597921394740962,65.2162162162162,training
6266,koniq,6569563105.jpg,0,3,51,49,3,106,3.49056603773585,0.605455877341205,66.0043103448276,training
6267,koniq,6569780821.jpg,1,31,89,8,0,129,2.8062015503876,0.545972746856542,49.7204724409449,training
6268,koniq,6569878593.jpg,1,3,59,44,2,109,3.39449541284404,0.623881942533605,65.0588235294118,training
6269,koniq,657099880.jpg,2,28,88,8,0,126,2.80952380952381,0.561630280013971,51.1707317073171,training
6270,koniq,6573749079.jpg,0,2,37,66,2,107,3.63551401869159,0.556141073532199,73.1689189189189,training
6271,koniq,6576363795.jpg,16,59,23,5,0,103,2.16504854368932,0.742242064244632,31.7640186915888,validation
6272,koniq,6576807711.jpg,0,0,23,74,6,103,3.83495145631068,0.506759938112031,76.7565217391304,training
6273,koniq,6577277115.jpg,0,8,81,43,1,133,3.2781954887218,0.581968751877034,62.5485611510791,test
6274,koniq,6577912541.jpg,0,0,46,49,5,100,3.59,0.587667878442863,72.5763888888889,training
6275,koniq,6578628541.jpg,0,17,64,27,0,108,3.09259259259259,0.634477296634495,55.7689075630252,test
6276,koniq,6579889887.jpg,0,3,55,47,1,106,3.43396226415094,0.569358334309913,64.1334745762712,test
6277,koniq,6579913923.jpg,0,3,57,44,1,105,3.40952380952381,0.566623570867177,65.1347826086957,training
6278,koniq,6584540793.jpg,0,1,48,52,3,104,3.54807692307692,0.572506118885479,72.0589622641509,training
6279,koniq,6585039061.jpg,64,36,5,1,0,106,1.4622641509434,0.635078222431983,12.8156779661017,training
6280,koniq,6585164875.jpg,0,10,62,33,1,106,3.23584905660377,0.625671247807053,60.2058823529412,training
6281,koniq,6585714605.jpg,0,0,22,71,16,109,3.94495412844037,0.590587629295024,80.40625,test
6282,koniq,6587178245.jpg,0,2,40,65,0,107,3.58878504672897,0.531165877300352,69.703781512605,training
6283,koniq,6587673561.jpg,0,13,74,18,0,105,3.04761904761905,0.543863535997354,55.4054054054054,training
6284,koniq,6590042471.jpg,4,28,65,10,0,107,2.75700934579439,0.670695520369644,47.725,training
6285,koniq,6591706349.jpg,0,10,47,42,2,101,3.35643564356436,0.686791939612596,63.4426605504587,training
6286,koniq,6593133897.jpg,0,7,54,44,0,105,3.35238095238095,0.604167456106596,62.8391304347826,training
6287,koniq,6593145547.jpg,0,2,59,51,1,113,3.45132743362832,0.550829738447856,68.6217948717949,training
6288,koniq,6594506719.jpg,0,20,73,12,0,105,2.92380952380952,0.549391938265845,52.7098214285714,training
6289,koniq,6595488751.jpg,0,10,46,48,2,106,3.39622641509434,0.685624432567636,64.343220338983,test
6290,koniq,6596085063.jpg,0,4,74,29,1,108,3.25,0.531705068975115,62.1111111111111,test
6291,koniq,6596093581.jpg,0,0,38,63,2,103,3.6504854368932,0.518458080898139,73.0,training
6292,koniq,6596306.jpg,0,56,40,6,0,102,2.50980392156863,0.609253691152125,40.6282051282051,test
6293,koniq,6598075737.jpg,0,3,46,80,0,129,3.5968992248062,0.537926863130593,73.755905511811,training
6294,koniq,6598327095.jpg,0,12,60,41,0,113,3.25663716814159,0.637780205393605,62.0215517241379,validation
6295,koniq,6599488221.jpg,0,1,35,72,2,110,3.68181818181818,0.523429379441696,73.8504464285714,training
6296,koniq,6599596287.jpg,0,2,44,59,1,106,3.55660377358491,0.553434104637671,71.6456310679612,training
6297,koniq,6599722517.jpg,7,53,39,2,0,101,2.35643564356436,0.641625411215011,36.6283185840708,training
6298,koniq,6602696603.jpg,0,20,81,9,0,110,2.9,0.505928159675159,51.3761061946903,training
6299,koniq,6602870035.jpg,0,1,31,73,5,110,3.74545454545455,0.549167236712308,72.0609243697479,training
6300,koniq,6603102821.jpg,0,1,44,59,1,105,3.57142857142857,0.534522483824849,68.0405405405405,training
6301,koniq,6603666933.jpg,0,16,79,11,0,106,2.95283018867925,0.504872930202633,52.6336206896552,training
6302,koniq,6604046527.jpg,0,12,77,14,1,104,3.03846153846154,0.538301480532277,55.9026548672566,training
6303,koniq,6605703733.jpg,0,2,36,63,6,107,3.68224299065421,0.608092142365009,71.3676470588235,validation
6304,koniq,6606950227.jpg,0,1,23,60,24,108,3.99074074074074,0.690325270351178,80.6575630252101,training
6305,koniq,6608109869.jpg,0,0,44,58,0,102,3.56862745098039,0.497713662195456,70.0070093457944,training
6306,koniq,6608146543.jpg,0,3,62,36,0,101,3.32673267326733,0.531204497177671,63.4861111111111,training
6307,koniq,6609931137.jpg,0,4,62,50,1,117,3.41025641025641,0.574664012089195,67.2115384615385,test
6308,koniq,6612589223.jpg,0,45,62,1,0,108,2.59259259259259,0.512225071679205,43.2617924528302,training
6309,koniq,6613235741.jpg,6,44,48,6,0,104,2.51923076923077,0.696464988502015,42.3308823529412,test
6310,koniq,6617069623.jpg,3,71,30,1,0,105,2.27619047619048,0.527972138237027,33.6413043478261,training
6311,koniq,6617738113.jpg,2,29,81,15,1,128,2.875,0.652071200401997,50.6309523809524,training
6312,koniq,6621080809.jpg,2,34,62,12,0,110,2.76363636363636,0.662595296622246,47.9615384615385,validation
6313,koniq,6621488051.jpg,0,3,53,52,1,109,3.46788990825688,0.570393096087146,66.5840336134454,test
6314,koniq,6621968211.jpg,0,12,72,21,0,105,3.08571428571429,0.556677743304068,55.8772321428571,training
6315,koniq,6622105827.jpg,0,0,14,85,9,108,3.9537037037037,0.461291548477137,78.3262711864407,training
6316,koniq,6622490475.jpg,0,2,28,68,4,102,3.72549019607843,0.565630512031092,71.6315789473684,training
6317,koniq,6622717529.jpg,0,1,32,60,11,104,3.77884615384615,0.637908152521211,74.5387931034483,test
6318,koniq,6622738777.jpg,3,25,68,18,0,114,2.8859649122807,0.688190804086158,49.7176724137931,training
6319,koniq,6623118287.jpg,1,19,101,27,0,148,3.04054054054054,0.581791490554252,56.7678571428571,training
6320,koniq,6625886365.jpg,29,67,6,0,0,102,1.77450980392157,0.543309673108284,20.2013274336283,training
6321,koniq,6626107981.jpg,0,25,77,3,0,105,2.79047619047619,0.474245110579355,47.4418103448276,training
6322,koniq,6627549719.jpg,0,6,70,31,0,107,3.23364485981308,0.542173112581533,61.4760869565217,training
6323,koniq,6628327223.jpg,0,2,42,58,1,103,3.56310679611651,0.554304066633732,71.6698113207547,training
6324,koniq,6628854085.jpg,2,18,64,18,0,102,2.96078431372549,0.658855422585499,52.6,training
6325,koniq,6629226527.jpg,0,1,52,57,0,110,3.50909090909091,0.520152668934002,67.89375,training
6326,koniq,6630214003.jpg,0,1,29,66,7,103,3.76699029126214,0.580802073794872,72.7972972972973,training
6327,koniq,6630840931.jpg,2,26,72,10,0,110,2.81818181818182,0.608529859983942,48.50625,training
6328,koniq,6632573597.jpg,0,18,69,14,2,103,3.0,0.626224291085149,53.125,test
6329,koniq,6633974935.jpg,0,2,34,68,0,104,3.63461538461538,0.522460428337392,74.2794117647059,test
6330,koniq,6635887941.jpg,0,2,71,34,0,107,3.29906542056075,0.499338303120032,62.0353982300885,training
6331,koniq,6638453859.jpg,0,2,31,68,2,103,3.67961165048544,0.546173717839859,75.85,test
6332,koniq,6639033203.jpg,0,0,44,57,1,102,3.57843137254902,0.515814735906503,72.9044117647059,training
6333,koniq,6640061445.jpg,0,21,67,14,0,102,2.93137254901961,0.584618076590697,50.5756880733945,training
6334,koniq,6640354399.jpg,0,36,64,8,0,108,2.74074074074074,0.585979017364931,47.0810810810811,training
6335,koniq,6641523883.jpg,0,2,65,41,0,108,3.36111111111111,0.519855000152735,64.7565789473684,training
6336,koniq,6641795483.jpg,0,0,31,69,7,107,3.77570093457944,0.554712422774405,72.6848739495798,training
6337,koniq,6642387989.jpg,0,1,21,72,8,102,3.85294117647059,0.552170493535534,82.5660377358491,training
6338,koniq,6642761299.jpg,0,12,100,28,0,140,3.11428571428571,0.524036825079168,59.0287162162162,training
6339,koniq,6642932619.jpg,0,4,49,49,1,103,3.45631067961165,0.590392010499209,67.8102678571429,training
6340,koniq,6643514423.jpg,0,1,44,53,1,99,3.54545454545455,0.539703759874809,68.8092105263158,training
6341,koniq,6643932717.jpg,9,75,22,1,0,107,2.14018691588785,0.55709147195867,30.1351351351351,training
6342,koniq,6644227727.jpg,46,76,7,0,0,129,1.69767441860465,0.567404330630816,16.375,training
6343,koniq,6644440429.jpg,1,54,53,0,0,108,2.48148148148148,0.520270984055541,39.6848739495798,training
6344,koniq,6645063001.jpg,1,47,51,7,0,106,2.60377358490566,0.627606872447408,43.3686440677966,test
6345,koniq,6647398937.jpg,0,44,56,6,0,106,2.64150943396226,0.588600911691008,43.9717391304348,training
6346,koniq,6648576397.jpg,2,48,42,3,0,95,2.48421052631579,0.598991313380285,40.1470588235294,test
6347,koniq,6649624069.jpg,0,3,64,37,2,106,3.35849056603774,0.572191763481324,64.345652173913,training
6348,koniq,6650873585.jpg,0,1,50,55,2,108,3.53703703703704,0.554099858167321,69.7743362831858,training
6349,koniq,665094052.jpg,8,72,23,0,0,103,2.14563106796116,0.531512215385263,29.8026315789474,validation
6350,koniq,6652263581.jpg,0,28,67,13,0,108,2.86111111111111,0.60308139177812,49.5987394957983,training
6351,koniq,6652379747.jpg,5,68,32,1,0,106,2.27358490566038,0.561172562678651,33.5805084745763,training
6352,koniq,6653174291.jpg,0,8,70,22,0,100,3.14,0.532195756495975,58.2873831775701,training
6353,koniq,6654258389.jpg,0,2,54,53,2,111,3.4954954954955,0.570069754485822,66.4978260869565,training
6354,koniq,6654380789.jpg,0,0,24,74,6,104,3.82692307692308,0.510896940043469,79.7794117647059,training
6355,koniq,6655597997.jpg,0,9,72,30,0,111,3.18918918918919,0.564293822779869,60.6702586206897,training
6356,koniq,6656239161.jpg,0,39,53,4,0,96,2.63541666666667,0.564190928240407,43.5857142857143,training
6357,koniq,6656519345.jpg,11,78,13,0,0,102,2.01960784313725,0.487068258311613,26.3392857142857,validation
6358,koniq,6656935539.jpg,34,52,10,0,0,96,1.75,0.632455532033676,17.9714285714286,training
6359,koniq,6657341905.jpg,0,16,81,4,0,101,2.88118811881188,0.430978623898478,50.0416666666667,training
6360,koniq,6657359355.jpg,2,41,65,2,0,110,2.60909090909091,0.560069696604103,43.4911504424779,training
6361,koniq,6658108283.jpg,18,67,15,5,0,105,2.06666666666667,0.71072371926664,26.9695652173913,test
6362,koniq,6658947687.jpg,1,35,55,10,2,103,2.77669902912621,0.713071770374435,47.6995412844037,test
6363,koniq,6661527913.jpg,0,1,39,61,4,105,3.64761904761905,0.571451464742874,70.195945945946,training
6364,koniq,6661741471.jpg,29,71,6,0,0,106,1.78301886792453,0.534606521634318,19.8771186440678,test
6365,koniq,6663294041.jpg,0,7,76,20,0,103,3.12621359223301,0.498617926155918,57.8815789473684,training
6366,koniq,6663775735.jpg,0,2,37,55,7,101,3.66336633663366,0.636823801734393,72.1283783783784,training
6367,koniq,6665024915.jpg,1,13,79,16,0,109,3.00917431192661,0.552693955297959,54.2631578947368,training
6368,koniq,6666568019.jpg,0,0,63,41,0,104,3.39423076923077,0.491051363274922,66.4551886792453,training
6369,koniq,6668846319.jpg,0,6,71,32,0,109,3.23853211009174,0.542611698158005,61.6964285714286,training
6370,koniq,6669002441.jpg,0,1,45,79,4,129,3.66666666666667,0.549621081594705,74.60546875,training
6371,koniq,6669862645.jpg,0,8,76,19,0,103,3.10679611650485,0.503178550916489,58.5165094339623,test
6372,koniq,6670935319.jpg,2,13,74,16,0,105,2.99047619047619,0.596387169276516,54.2566964285714,training
6373,koniq,6678741473.jpg,0,2,21,71,6,100,3.81,0.563090318750649,74.8119469026549,training
6374,koniq,6679121211.jpg,0,0,30,73,3,106,3.74528301886792,0.498785587196151,72.2179487179487,training
6375,koniq,6679373485.jpg,1,47,60,2,0,110,2.57272727272727,0.549546784229254,42.6625,test
6376,koniq,6681014309.jpg,0,10,73,24,0,107,3.13084112149533,0.550884574245936,59.4504716981132,training
6377,koniq,6681296959.jpg,0,3,46,56,5,110,3.57272727272727,0.627490866326171,69.6517857142857,training
6378,koniq,6681716765.jpg,0,2,38,71,2,113,3.64601769911504,0.549680978618847,69.9870689655172,test
6379,koniq,6681891719.jpg,15,74,11,1,0,101,1.98019801980198,0.54736090506725,24.3876146788991,training
6380,koniq,66839471.jpg,0,4,53,43,0,100,3.39,0.566666666666667,63.7954545454545,training
6381,koniq,6685463337.jpg,0,4,38,56,8,106,3.64150943396226,0.678775918495346,70.9516806722689,training
6382,koniq,6686438027.jpg,0,3,39,59,2,103,3.58252427184466,0.586185272268683,69.175,validation
6383,koniq,6688716327.jpg,0,1,26,73,4,104,3.76923076923077,0.525666829970697,75.5584112149533,training
6384,koniq,6688906197.jpg,0,1,75,23,0,99,3.22222222222222,0.441600880737891,59.9065420560748,test
6385,koniq,6691471103.jpg,0,2,74,27,0,103,3.24271844660194,0.474155997691248,63.497641509434,training
6386,koniq,6692795337.jpg,0,2,45,72,2,121,3.61157024793388,0.553351919764844,72.3834745762712,test
6387,koniq,6693843973.jpg,1,61,37,1,0,100,2.38,0.527620922996651,35.6651376146789,training
6388,koniq,6694664547.jpg,0,2,55,47,0,104,3.43269230769231,0.535432373634963,66.4602803738318,test
6389,koniq,6694665963.jpg,2,41,54,13,0,110,2.70909090909091,0.695271771105669,44.725,training
6390,koniq,6694669509.jpg,0,3,70,34,0,107,3.28971962616822,0.514127687583038,64.6869158878505,test
6391,koniq,669490972.jpg,13,76,11,2,0,102,2.01960784313725,0.562533029294091,26.7523364485981,training
6392,koniq,6696229175.jpg,3,80,21,1,0,105,2.19047619047619,0.482286981579155,30.8040540540541,training
6393,koniq,6696763655.jpg,0,22,78,5,0,105,2.83809523809524,0.482856275873249,47.4799107142857,training
6394,koniq,6698669369.jpg,0,0,14,79,13,106,3.99056603773585,0.507003954504498,79.9130434782609,test
6395,koniq,6699302891.jpg,0,0,20,77,13,110,3.93636363636364,0.546503023439813,81.7162162162162,validation
6396,koniq,6701756497.jpg,0,4,50,55,1,110,3.48181818181818,0.58626196013806,65.6016949152542,training
6397,koniq,6702372317.jpg,0,2,55,50,0,107,3.44859813084112,0.536122431451909,68.2452830188679,training
6398,koniq,6702441233.jpg,0,0,18,81,6,105,3.88571428571429,0.466457305208545,77.7608695652174,training
6399,koniq,6703759327.jpg,0,7,48,48,0,103,3.39805825242718,0.615801817897875,66.7642857142857,validation
6400,koniq,6705759167.jpg,1,14,67,21,0,103,3.04854368932039,0.616419782747704,56.222972972973,training
6401,koniq,6705859439.jpg,0,1,37,66,2,106,3.65094339622642,0.535278349133619,72.3834745762712,training
6402,koniq,6707835355.jpg,0,2,25,77,1,105,3.73333333333333,0.505102172959299,74.7102803738318,training
6403,koniq,6708577729.jpg,0,0,56,44,1,101,3.45544554455446,0.520091385724615,65.9403669724771,training
6404,koniq,6708806483.jpg,0,1,45,60,0,106,3.55660377358491,0.517874569834108,69.1491596638655,test
6405,koniq,6710396995.jpg,0,1,8,82,19,110,4.08181818181818,0.526923182288805,79.925,training
6406,koniq,6710865793.jpg,0,1,64,39,1,105,3.38095238095238,0.525886657519257,63.8325892857143,test
6407,koniq,6711319143.jpg,0,2,29,57,19,107,3.86915887850467,0.714857317199347,74.5625,validation
6408,koniq,6711335759.jpg,0,1,40,73,8,122,3.72131147540984,0.592826191996283,75.1818181818182,training
6409,koniq,6711764573.jpg,0,1,36,62,1,100,3.63,0.525222415609412,71.5490654205608,training
6410,koniq,6712830935.jpg,0,1,13,65,29,108,4.12962962962963,0.642608477952408,83.5,training
6411,koniq,6713488045.jpg,1,12,66,29,0,108,3.13888888888889,0.633316936990578,57.9539473684211,training
6412,koniq,6720918207.jpg,1,28,84,8,0,121,2.81818181818182,0.547722557505166,48.9747899159664,training
6413,koniq,6724979243.jpg,0,0,34,62,4,100,3.7,0.541229427257326,73.075,training
6414,koniq,6725311751.jpg,0,10,67,30,0,107,3.18691588785047,0.584885751164282,58.972972972973,training
