,sessionId,imageName,scaled_MOS_aesthetic,qualityScore,sessionId_imageName,set
621,session258,iaa_pub18055_.jpg,1.7115384615384617,1.865384615384616,session258_iaa_pub18055_.jpg,training
22287,session120,iaa_pub8357_.jpg,3.48,3.668,session120_iaa_pub8357_.jpg,training
13362,session114,iaa_pub7976_.jpg,3.9814814814814814,4.048148148148148,session114_iaa_pub7976_.jpg,training
7404,session192,iaa_pub13403_.jpg,3.4,3.588,session192_iaa_pub13403_.jpg,training
10275,session145,iaa_pub10088_.jpg,2.173076923076923,2.176923076923077,session145_iaa_pub10088_.jpg,training
14427,session16,iaa_pub1083_.jpg,3.5,3.583333333333333,session16_iaa_pub1083_.jpg,test
15048,session331,iaa_pub23145_.jpg,3.28,3.452,session331_iaa_pub23145_.jpg,training
8339,session76,iaa_pub5287_.jpg,2.86,2.86,session76_iaa_pub5287_.jpg,training
29259,session118,iaa_pub8225_.jpg,2.92,3.124,session118_iaa_pub8225_.jpg,test
24709,session369,iaa_pub25772_.jpg,3.2,3.3360000000000003,session369_iaa_pub25772_.jpg,test
26287,session51,iaa_pub3526_.jpg,3.3846153846153846,3.515384615384616,session51_iaa_pub3526_.jpg,training
3928,session197,iaa_pub13723_.jpg,2.66,2.736,session197_iaa_pub13723_.jpg,training
25630,session266,iaa_pub18592_.jpg,3.18,3.216,session266_iaa_pub18592_.jpg,training
3163,session129,iaa_pub9000_.jpg,2.64,2.724,session129_iaa_pub9000_.jpg,training
3353,session74,iaa_pub5129_.jpg,2.56,2.692,session74_iaa_pub5129_.jpg,test
16118,session249,iaa_pub17424_.jpg,3.5,3.8,session249_iaa_pub17424_.jpg,training
21650,session184,iaa_pub12834_.jpg,3.16,3.3680000000000003,session184_iaa_pub12834_.jpg,training
21512,session11,iaa_pub761_.jpg,2.96,3.036,session11_iaa_pub761_.jpg,training
26030,session208,iaa_pub14530_.jpg,3.28,3.508,session208_iaa_pub14530_.jpg,training
11123,session325,iaa_pub22719_.jpg,3.34,3.472,session325_iaa_pub22719_.jpg,validation
11694,session426,iaa_pub29803_.jpg,3.9,3.976,session426_iaa_pub29803_.jpg,training
1655,session358,iaa_pub25016_.jpg,3.0961538461538463,3.273076923076923,session358_iaa_pub25016_.jpg,training
1798,session223,iaa_pub15596_.jpg,3.62,3.788,session223_iaa_pub15596_.jpg,test
22891,session36,iaa_pub2471_.jpg,2.9444444444444446,3.111111111111111,session36_iaa_pub2471_.jpg,training
24015,session268,iaa_pub18749_.jpg,3.48,3.764,session268_iaa_pub18749_.jpg,training
2532,session348,iaa_pub24343_.jpg,3.16,3.3560000000000003,session348_iaa_pub24343_.jpg,training
14452,session255,iaa_pub17785_.jpg,2.8703703703703702,3.011111111111111,session255_iaa_pub17785_.jpg,training
8736,session418,iaa_pub29221_.jpg,3.48,3.636,session418_iaa_pub29221_.jpg,training
10716,session430,iaa_pub30074_.jpg,3.96,4.0,session430_iaa_pub30074_.jpg,training
17354,session186,iaa_pub12979_.jpg,2.083333333333333,2.25,session186_iaa_pub12979_.jpg,validation
22188,session323,iaa_pub22545_.jpg,3.16,3.364,session323_iaa_pub22545_.jpg,test
16833,session436,iaa_pub30463_.jpg,3.26,3.4,session436_iaa_pub30463_.jpg,validation
10507,session401,iaa_pub28033_.jpg,3.44,3.612,session401_iaa_pub28033_.jpg,training
14391,session174,iaa_pub12131_.jpg,3.230769230769231,3.373076923076923,session174_iaa_pub12131_.jpg,training
24222,session109,iaa_pub7588_.jpg,3.0357142857142856,3.207142857142857,session109_iaa_pub7588_.jpg,training
6797,session59,iaa_pub4130_.jpg,3.5,3.7038461538461536,session59_iaa_pub4130_.jpg,training
27623,session334,iaa_pub23350_.jpg,3.25,3.4578947368421056,session334_iaa_pub23350_.jpg,training
5692,session443,iaa_pub31005_.jpg,3.32,3.66,session443_iaa_pub31005_.jpg,training
3742,session208,iaa_pub14557_.jpg,3.14,3.3560000000000003,session208_iaa_pub14557_.jpg,training
20652,session135,iaa_pub9441_.jpg,3.333333333333333,3.6222222222222222,session135_iaa_pub9441_.jpg,training
19175,session25,iaa_pub1684_.jpg,3.54,3.652,session25_iaa_pub1684_.jpg,training
19303,session204,iaa_pub14226_.jpg,3.4375,3.5416666666666665,session204_iaa_pub14226_.jpg,training
15082,session11,iaa_pub714_.jpg,3.4,3.536,session11_iaa_pub714_.jpg,test
12199,session380,iaa_pub26593_.jpg,3.807692307692308,3.9538461538461536,session380_iaa_pub26593_.jpg,training
5162,session184,iaa_pub12818_.jpg,2.16,2.3080000000000003,session184_iaa_pub12818_.jpg,training
5893,session359,iaa_pub25087_.jpg,3.1296296296296298,3.214814814814815,session359_iaa_pub25087_.jpg,training
2517,session435,iaa_pub30421_.jpg,3.72,3.92,session435_iaa_pub30421_.jpg,training
29040,session143,iaa_pub10003_.jpg,3.56,3.808,session143_iaa_pub10003_.jpg,validation
29757,session187,iaa_pub13041_.jpg,3.177419354838709,3.4516129032258065,session187_iaa_pub13041_.jpg,training
1053,session401,iaa_pub28030_.jpg,3.58,3.764,session401_iaa_pub28030_.jpg,training
22330,session78,iaa_pub5424_.jpg,2.46,2.78,session78_iaa_pub5424_.jpg,training
2471,session137,iaa_pub9526_.jpg,3.38,3.632,session137_iaa_pub9526_.jpg,training
22740,session171,iaa_pub11944_.jpg,3.86,4.148,session171_iaa_pub11944_.jpg,training
8654,session164,iaa_pub11436_.jpg,3.04,3.204,session164_iaa_pub11436_.jpg,training
8656,session297,iaa_pub20748_.jpg,2.9375,3.2,session297_iaa_pub20748_.jpg,training
22535,session322,iaa_pub22504_.jpg,3.14,3.492,session322_iaa_pub22504_.jpg,training
25884,session272,iaa_pub18977_.jpg,3.52,3.736,session272_iaa_pub18977_.jpg,training
11246,session265,iaa_pub18533_.jpg,2.816666666666667,2.92,session265_iaa_pub18533_.jpg,training
3327,session162,iaa_pub11310_.jpg,3.68,3.764,session162_iaa_pub11310_.jpg,test
19848,session327,iaa_pub22877_.jpg,1.88,2.0,session327_iaa_pub22877_.jpg,training
17955,session32,iaa_pub2196_.jpg,3.82,3.992,session32_iaa_pub2196_.jpg,training
10128,session402,iaa_pub28107_.jpg,3.1153846153846154,3.319230769230769,session402_iaa_pub28107_.jpg,training
16512,session167,iaa_pub11670_.jpg,3.8,3.844,session167_iaa_pub11670_.jpg,training
1782,session27,iaa_pub1886_.jpg,2.86,3.22,session27_iaa_pub1886_.jpg,training
19479,session246,iaa_pub17185_.jpg,3.1,3.172,session246_iaa_pub17185_.jpg,test
16989,session205,iaa_pub14284_.jpg,3.38,3.548,session205_iaa_pub14284_.jpg,training
2714,session324,iaa_pub22618_.jpg,3.64,3.736,session324_iaa_pub22618_.jpg,training
17591,session165,iaa_pub11489_.jpg,3.36,3.392,session165_iaa_pub11489_.jpg,training
3629,session240,iaa_pub16767_.jpg,3.6,3.78,session240_iaa_pub16767_.jpg,training
2068,session74,iaa_pub5135_.jpg,3.76,3.876,session74_iaa_pub5135_.jpg,training
15651,session311,iaa_pub21768_.jpg,2.78,2.82,session311_iaa_pub21768_.jpg,training
22296,session343,iaa_pub24000_.jpg,2.958333333333333,3.0708333333333333,session343_iaa_pub24000_.jpg,training
9398,session198,iaa_pub13792_.jpg,3.66,3.688,session198_iaa_pub13792_.jpg,test
27582,session38,iaa_pub2639_.jpg,3.2,3.3480000000000003,session38_iaa_pub2639_.jpg,training
22963,session160,iaa_pub11177_.jpg,3.3846153846153846,3.576923076923077,session160_iaa_pub11177_.jpg,training
339,session292,iaa_pub20372_.jpg,3.2580645161290325,3.3,session292_iaa_pub20372_.jpg,test
1050,session394,iaa_pub27563_.jpg,3.3125,3.5083333333333333,session394_iaa_pub27563_.jpg,training
14173,session204,iaa_pub14252_.jpg,2.8125,2.958333333333333,session204_iaa_pub14252_.jpg,training
604,session121,iaa_pub8458_.jpg,2.9285714285714284,3.167857142857143,session121_iaa_pub8458_.jpg,training
11834,session219,iaa_pub15272_.jpg,3.423076923076923,3.569230769230769,session219_iaa_pub15272_.jpg,training
12787,session170,iaa_pub11895_.jpg,3.0576923076923075,3.2423076923076923,session170_iaa_pub11895_.jpg,validation
11756,session230,iaa_pub16047_.jpg,2.48,2.676,session230_iaa_pub16047_.jpg,training
25397,session259,iaa_pub18085_.jpg,3.3,3.38,session259_iaa_pub18085_.jpg,test
27974,session166,iaa_pub11555_.jpg,2.8,2.892,session166_iaa_pub11555_.jpg,training
7566,session11,iaa_pub752_.jpg,3.86,3.968,session11_iaa_pub752_.jpg,training
5744,session135,iaa_pub9405_.jpg,3.555555555555556,3.781481481481481,session135_iaa_pub9405_.jpg,training
29870,session428,iaa_pub29899_.jpg,3.68,3.916,session428_iaa_pub29899_.jpg,training
18813,session445,iaa_pub31131_.jpg,2.64,2.7880000000000003,session445_iaa_pub31131_.jpg,training
1583,session197,iaa_pub13730_.jpg,3.46,3.752,session197_iaa_pub13730_.jpg,training
30840,session361,iaa_pub25201_.jpg,2.92,3.048,session361_iaa_pub25201_.jpg,training
12964,session11,iaa_pub743_.jpg,3.42,3.596,session11_iaa_pub743_.jpg,training
17635,session199,iaa_pub13873_.jpg,2.875,3.091666666666667,session199_iaa_pub13873_.jpg,test
7576,session36,iaa_pub2479_.jpg,2.9444444444444446,3.207407407407408,session36_iaa_pub2479_.jpg,training
22524,session421,iaa_pub29469_.jpg,2.4423076923076925,2.6846153846153844,session421_iaa_pub29469_.jpg,training
14775,session125,iaa_pub8704_.jpg,3.9,3.996,session125_iaa_pub8704_.jpg,training
8868,session205,iaa_pub14300_.jpg,3.04,3.168,session205_iaa_pub14300_.jpg,training
12973,session119,iaa_pub8327_.jpg,3.4107142857142856,3.564285714285714,session119_iaa_pub8327_.jpg,training
25291,session95,iaa_pub6650_.jpg,3.0,3.256,session95_iaa_pub6650_.jpg,training
23043,session348,iaa_pub24357_.jpg,3.2,3.384,session348_iaa_pub24357_.jpg,training
13130,session99,iaa_pub6910_.jpg,3.2758620689655173,3.534482758620689,session99_iaa_pub6910_.jpg,training
15241,session199,iaa_pub13883_.jpg,2.7916666666666665,3.033333333333333,session199_iaa_pub13883_.jpg,training
3944,session406,iaa_pub28352_.jpg,2.9838709677419355,3.1903225806451614,session406_iaa_pub28352_.jpg,training
3743,session38,iaa_pub2603_.jpg,3.38,3.604,session38_iaa_pub2603_.jpg,training
20308,session425,iaa_pub29744_.jpg,3.68,3.804,session425_iaa_pub29744_.jpg,training
23482,session242,iaa_pub16933_.jpg,2.88,3.188,session242_iaa_pub16933_.jpg,training
14212,session6,iaa_pub413_.jpg,3.78125,3.871875,session6_iaa_pub413_.jpg,training
14424,session225,iaa_pub15702_.jpg,2.58,2.7880000000000003,session225_iaa_pub15702_.jpg,training
29183,session280,iaa_pub19557_.jpg,3.06,3.22,session280_iaa_pub19557_.jpg,validation
27467,session307,iaa_pub21437_.jpg,3.5625,3.85,session307_iaa_pub21437_.jpg,training
790,session331,iaa_pub23119_.jpg,2.72,2.728,session331_iaa_pub23119_.jpg,training
12719,session91,iaa_pub6323_.jpg,3.055555555555556,3.285185185185185,session91_iaa_pub6323_.jpg,training
4967,session53,iaa_pub3676_.jpg,3.88,3.976,session53_iaa_pub3676_.jpg,training
7726,session205,iaa_pub14308_.jpg,3.66,3.816,session205_iaa_pub14308_.jpg,test
20228,session357,iaa_pub24943_.jpg,4.1,4.24,session357_iaa_pub24943_.jpg,training
25464,session431,iaa_pub30143_.jpg,3.48,3.592,session431_iaa_pub30143_.jpg,training
21188,session381,iaa_pub26653_.jpg,3.76,3.94,session381_iaa_pub26653_.jpg,training
25649,session222,iaa_pub15479_.jpg,3.46,3.708,session222_iaa_pub15479_.jpg,training
4231,session397,iaa_pub27774_.jpg,3.25,3.4692307692307693,session397_iaa_pub27774_.jpg,training
30923,session58,iaa_pub4009_.jpg,3.409090909090909,3.612121212121212,session58_iaa_pub4009_.jpg,training
17741,session422,iaa_pub29513_.jpg,3.6,3.848,session422_iaa_pub29513_.jpg,training
12677,session196,iaa_pub13678_.jpg,2.76,2.9960000000000004,session196_iaa_pub13678_.jpg,training
11485,session385,iaa_pub26924_.jpg,2.74,2.9,session385_iaa_pub26924_.jpg,training
7692,session38,iaa_pub2628_.jpg,3.5,3.6,session38_iaa_pub2628_.jpg,training
6468,session29,iaa_pub2024_.jpg,3.04,3.184,session29_iaa_pub2024_.jpg,training
5420,session413,iaa_pub28903_.jpg,4.1,4.263999999999999,session413_iaa_pub28903_.jpg,training
2965,session192,iaa_pub13428_.jpg,3.7,3.836,session192_iaa_pub13428_.jpg,training
12515,session339,iaa_pub23693_.jpg,3.62,3.844,session339_iaa_pub23693_.jpg,test
12206,session271,iaa_pub18902_.jpg,3.84,3.92,session271_iaa_pub18902_.jpg,training
23327,session210,iaa_pub14648_.jpg,3.0961538461538463,3.3,session210_iaa_pub14648_.jpg,training
19086,session206,iaa_pub14407_.jpg,3.16,3.424,session206_iaa_pub14407_.jpg,validation
26907,session269,iaa_pub18829_.jpg,3.56,3.728,session269_iaa_pub18829_.jpg,validation
17021,session44,iaa_pub3053_.jpg,2.196428571428572,2.2642857142857142,session44_iaa_pub3053_.jpg,training
5484,session160,iaa_pub11155_.jpg,2.923076923076923,3.1500000000000004,session160_iaa_pub11155_.jpg,training
18569,session409,iaa_pub28565_.jpg,2.6,2.888,session409_iaa_pub28565_.jpg,training
10266,session357,iaa_pub24931_.jpg,3.4,3.552,session357_iaa_pub24931_.jpg,training
31208,session48,iaa_pub3321_.jpg,3.6,3.732,session48_iaa_pub3321_.jpg,training
17457,session199,iaa_pub13872_.jpg,3.875,4.058333333333333,session199_iaa_pub13872_.jpg,training
20711,session230,iaa_pub16092_.jpg,3.3,3.424,session230_iaa_pub16092_.jpg,training
16087,session390,iaa_pub27236_.jpg,2.76,2.96,session390_iaa_pub27236_.jpg,training
11672,session235,iaa_pub16448_.jpg,3.08,3.232,session235_iaa_pub16448_.jpg,training
2764,session422,iaa_pub29502_.jpg,3.42,3.688,session422_iaa_pub29502_.jpg,training
25994,session209,iaa_pub14595_.jpg,2.4,2.636,session209_iaa_pub14595_.jpg,training
6936,session302,iaa_pub21124_.jpg,3.56,3.76,session302_iaa_pub21124_.jpg,training
475,session404,iaa_pub28259_.jpg,2.826923076923077,3.007692307692308,session404_iaa_pub28259_.jpg,training
22114,session189,iaa_pub13225_.jpg,3.36,3.5,session189_iaa_pub13225_.jpg,training
15838,session364,iaa_pub25416_.jpg,3.865384615384616,3.95,session364_iaa_pub25416_.jpg,training
24718,session28,iaa_pub1911_.jpg,3.4038461538461537,3.507692307692308,session28_iaa_pub1911_.jpg,training
10571,session286,iaa_pub20010_.jpg,2.770833333333333,3.020833333333333,session286_iaa_pub20010_.jpg,training
2213,session135,iaa_pub9402_.jpg,3.592592592592593,3.785185185185185,session135_iaa_pub9402_.jpg,training
6475,session172,iaa_pub11991_.jpg,2.52,2.584,session172_iaa_pub11991_.jpg,training
29904,session309,iaa_pub21619_.jpg,3.44,3.492,session309_iaa_pub21619_.jpg,training
16483,session359,iaa_pub25110_.jpg,3.2222222222222223,3.448148148148148,session359_iaa_pub25110_.jpg,training
24532,session180,iaa_pub12556_.jpg,2.076923076923077,2.25,session180_iaa_pub12556_.jpg,training
7159,session36,iaa_pub2467_.jpg,3.240740740740741,3.5185185185185186,session36_iaa_pub2467_.jpg,training
21300,session99,iaa_pub6915_.jpg,3.0689655172413794,3.286206896551724,session99_iaa_pub6915_.jpg,training
23892,session253,iaa_pub17700_.jpg,3.232142857142857,3.432142857142857,session253_iaa_pub17700_.jpg,training
16179,session58,iaa_pub4029_.jpg,3.227272727272727,3.484848484848485,session58_iaa_pub4029_.jpg,training
12706,session117,iaa_pub8179_.jpg,2.923076923076923,3.1346153846153846,session117_iaa_pub8179_.jpg,training
7877,session212,iaa_pub14801_.jpg,3.42,3.628,session212_iaa_pub14801_.jpg,training
4301,session264,iaa_pub18416_.jpg,2.783333333333333,2.9866666666666664,session264_iaa_pub18416_.jpg,test
786,session201,iaa_pub14068_.jpg,3.3541666666666665,3.4916666666666667,session201_iaa_pub14068_.jpg,training
15324,session137,iaa_pub9586_.jpg,2.72,2.8480000000000003,session137_iaa_pub9586_.jpg,training
9269,session57,iaa_pub3924_.jpg,1.9107142857142856,1.8642857142857143,session57_iaa_pub3924_.jpg,training
9108,session126,iaa_pub8761_.jpg,2.9074074074074074,3.074074074074074,session126_iaa_pub8761_.jpg,training
3314,session7,iaa_pub486_.jpg,2.7,3.08,session7_iaa_pub486_.jpg,training
15233,session74,iaa_pub5179_.jpg,3.28,3.28,session74_iaa_pub5179_.jpg,training
11275,session88,iaa_pub6119_.jpg,3.72,3.852,session88_iaa_pub6119_.jpg,training
21176,session418,iaa_pub29247_.jpg,3.82,3.996,session418_iaa_pub29247_.jpg,training
27659,session145,iaa_pub10102_.jpg,3.4615384615384617,3.607692307692308,session145_iaa_pub10102_.jpg,validation
22716,session347,iaa_pub24247_.jpg,1.3461538461538465,1.3807692307692307,session347_iaa_pub24247_.jpg,training
16999,session361,iaa_pub25214_.jpg,3.5,3.604,session361_iaa_pub25214_.jpg,training
24655,session207,iaa_pub14465_.jpg,3.36,3.56,session207_iaa_pub14465_.jpg,training
28739,session59,iaa_pub4107_.jpg,1.4038461538461535,1.473076923076923,session59_iaa_pub4107_.jpg,training
24893,session357,iaa_pub24962_.jpg,3.42,3.628,session357_iaa_pub24962_.jpg,test
11532,session218,iaa_pub15240_.jpg,3.36,3.492,session218_iaa_pub15240_.jpg,training
15783,session421,iaa_pub29462_.jpg,3.730769230769231,3.9192307692307695,session421_iaa_pub29462_.jpg,training
25287,session93,iaa_pub6476_.jpg,3.2222222222222223,3.511111111111111,session93_iaa_pub6476_.jpg,training
9092,session401,iaa_pub28014_.jpg,3.14,3.3680000000000003,session401_iaa_pub28014_.jpg,validation
1861,session294,iaa_pub20512_.jpg,2.98,3.244,session294_iaa_pub20512_.jpg,training
22580,session87,iaa_pub6039_.jpg,3.62,3.82,session87_iaa_pub6039_.jpg,training
4347,session52,iaa_pub3603_.jpg,2.8076923076923075,3.019230769230769,session52_iaa_pub3603_.jpg,training
3138,session141,iaa_pub9816_.jpg,2.685185185185185,2.8925925925925924,session141_iaa_pub9816_.jpg,training
27238,session202,iaa_pub14138_.jpg,2.826923076923077,3.015384615384616,session202_iaa_pub14138_.jpg,training
16502,session42,iaa_pub2899_.jpg,3.515151515151515,3.5454545454545454,session42_iaa_pub2899_.jpg,training
6203,session291,iaa_pub20337_.jpg,3.0,3.128,session291_iaa_pub20337_.jpg,training
17674,session191,iaa_pub13368_.jpg,2.770833333333333,2.9791666666666665,session191_iaa_pub13368_.jpg,training
28217,session235,iaa_pub16435_.jpg,3.66,3.848,session235_iaa_pub16435_.jpg,training
18460,session226,iaa_pub15774_.jpg,3.1041666666666665,3.358333333333333,session226_iaa_pub15774_.jpg,training
13677,session298,iaa_pub20807_.jpg,3.04,3.104,session298_iaa_pub20807_.jpg,training
22508,session428,iaa_pub29898_.jpg,3.8,3.88,session428_iaa_pub29898_.jpg,training
16290,session346,iaa_pub24187_.jpg,3.74,3.776,session346_iaa_pub24187_.jpg,training
3007,session9,iaa_pub577_.jpg,2.7222222222222223,2.911111111111111,session9_iaa_pub577_.jpg,training
27207,session317,iaa_pub22132_.jpg,3.16,3.3960000000000004,session317_iaa_pub22132_.jpg,training
19724,session397,iaa_pub27742_.jpg,3.5961538461538463,3.803846153846154,session397_iaa_pub27742_.jpg,training
22745,session180,iaa_pub12561_.jpg,1.5,1.6846153846153844,session180_iaa_pub12561_.jpg,training
11243,session1,iaa_pub9_.jpg,2.625,2.904166666666667,session1_iaa_pub9_.jpg,training
25039,session337,iaa_pub23556_.jpg,3.6142857142857134,3.742857142857143,session337_iaa_pub23556_.jpg,training
28304,session392,iaa_pub27392_.jpg,3.8958333333333335,3.970833333333333,session392_iaa_pub27392_.jpg,training
10370,session149,iaa_pub10396_.jpg,3.26,3.38,session149_iaa_pub10396_.jpg,training
4637,session142,iaa_pub9924_.jpg,3.68,3.792,session142_iaa_pub9924_.jpg,training
26705,session314,iaa_pub21939_.jpg,3.38,3.532,session314_iaa_pub21939_.jpg,training
9757,session150,iaa_pub10474_.jpg,3.730769230769231,3.880769230769231,session150_iaa_pub10474_.jpg,training
19919,session36,iaa_pub2515_.jpg,2.351851851851852,2.5037037037037035,session36_iaa_pub2515_.jpg,validation
17319,session213,iaa_pub14897_.jpg,1.92,1.916,session213_iaa_pub14897_.jpg,training
299,session336,iaa_pub23518_.jpg,3.8,4.06,session336_iaa_pub23518_.jpg,training
13006,session295,iaa_pub20623_.jpg,2.12,2.168,session295_iaa_pub20623_.jpg,training
5554,session338,iaa_pub23607_.jpg,3.090909090909091,3.242424242424242,session338_iaa_pub23607_.jpg,training
6343,session337,iaa_pub23549_.jpg,3.171428571428572,3.36,session337_iaa_pub23549_.jpg,training
16257,session84,iaa_pub5833_.jpg,3.0185185185185186,3.0518518518518523,session84_iaa_pub5833_.jpg,training
23637,session42,iaa_pub2924_.jpg,3.227272727272727,3.378787878787879,session42_iaa_pub2924_.jpg,training
4020,session339,iaa_pub23694_.jpg,3.72,3.844,session339_iaa_pub23694_.jpg,training
19636,session222,iaa_pub15519_.jpg,3.7,3.864,session222_iaa_pub15519_.jpg,training
22720,session238,iaa_pub16637_.jpg,2.88,3.16,session238_iaa_pub16637_.jpg,training
28988,session187,iaa_pub13056_.jpg,3.3870967741935485,3.641935483870968,session187_iaa_pub13056_.jpg,validation
8812,session213,iaa_pub14904_.jpg,3.16,3.3760000000000003,session213_iaa_pub14904_.jpg,training
30008,session102,iaa_pub7133_.jpg,3.9038461538461537,4.069230769230769,session102_iaa_pub7133_.jpg,training
10636,session20,iaa_pub1332_.jpg,3.68,3.764,session20_iaa_pub1332_.jpg,training
17592,session65,iaa_pub4534_.jpg,3.36,3.608,session65_iaa_pub4534_.jpg,training
26927,session172,iaa_pub12038_.jpg,3.6,3.624,session172_iaa_pub12038_.jpg,training
16825,session54,iaa_pub3730_.jpg,3.54,3.632,session54_iaa_pub3730_.jpg,training
1315,session240,iaa_pub16781_.jpg,2.98,3.14,session240_iaa_pub16781_.jpg,training
8286,session193,iaa_pub13477_.jpg,2.96,3.088,session193_iaa_pub13477_.jpg,training
25910,session206,iaa_pub14405_.jpg,3.06,3.32,session206_iaa_pub14405_.jpg,training
29584,session2,iaa_pub73_.jpg,2.5,2.616,session2_iaa_pub73_.jpg,training
23748,session356,iaa_pub24897_.jpg,3.25,3.404166666666667,session356_iaa_pub24897_.jpg,test
27038,session179,iaa_pub12507_.jpg,2.730769230769231,2.765384615384616,session179_iaa_pub12507_.jpg,training
19667,session229,iaa_pub16000_.jpg,3.9583333333333335,3.954166666666667,session229_iaa_pub16000_.jpg,training
24246,session126,iaa_pub8798_.jpg,2.814814814814815,3.037037037037037,session126_iaa_pub8798_.jpg,training
6992,session408,iaa_pub28560_.jpg,3.4516129032258065,3.641935483870968,session408_iaa_pub28560_.jpg,training
1389,session418,iaa_pub29191_.jpg,3.36,3.4960000000000004,session418_iaa_pub29191_.jpg,training
10164,session377,iaa_pub26360_.jpg,2.958333333333333,3.045833333333333,session377_iaa_pub26360_.jpg,training
18475,session372,iaa_pub26000_.jpg,3.36,3.452,session372_iaa_pub26000_.jpg,test
22848,session432,iaa_pub30171_.jpg,3.423076923076923,3.588461538461538,session432_iaa_pub30171_.jpg,training
1308,session15,iaa_pub1004_.jpg,3.8,3.912,session15_iaa_pub1004_.jpg,training
27594,session240,iaa_pub16779_.jpg,1.72,1.84,session240_iaa_pub16779_.jpg,training
3915,session425,iaa_pub29704_.jpg,3.9,3.928,session425_iaa_pub29704_.jpg,training
14176,session403,iaa_pub28186_.jpg,2.96,3.204,session403_iaa_pub28186_.jpg,training
31032,session432,iaa_pub30186_.jpg,3.769230769230769,3.923076923076923,session432_iaa_pub30186_.jpg,training
30236,session349,iaa_pub24382_.jpg,3.46,3.7,session349_iaa_pub24382_.jpg,training
29976,session221,iaa_pub15451_.jpg,3.4615384615384617,3.696153846153846,session221_iaa_pub15451_.jpg,training
18225,session425,iaa_pub29736_.jpg,3.92,4.052,session425_iaa_pub29736_.jpg,test
24536,session316,iaa_pub22117_.jpg,2.86,3.052,session316_iaa_pub22117_.jpg,training
20829,session135,iaa_pub9393_.jpg,3.074074074074074,3.388888888888889,session135_iaa_pub9393_.jpg,training
16121,session361,iaa_pub25269_.jpg,3.0,3.044,session361_iaa_pub25269_.jpg,training
8277,session19,iaa_pub1316_.jpg,3.5294117647058822,3.679411764705882,session19_iaa_pub1316_.jpg,training
4215,session234,iaa_pub16359_.jpg,2.94,3.044,session234_iaa_pub16359_.jpg,training
20389,session152,iaa_pub10591_.jpg,2.2884615384615383,2.25,session152_iaa_pub10591_.jpg,training
6364,session427,iaa_pub29844_.jpg,2.58,3.104,session427_iaa_pub29844_.jpg,training
26619,session344,iaa_pub24021_.jpg,2.78,3.044,session344_iaa_pub24021_.jpg,training
4066,session302,iaa_pub21136_.jpg,3.22,3.412,session302_iaa_pub21136_.jpg,training
22195,session378,iaa_pub26428_.jpg,3.54,3.64,session378_iaa_pub26428_.jpg,training
20038,session285,iaa_pub19903_.jpg,3.06,3.152,session285_iaa_pub19903_.jpg,training
24996,session414,iaa_pub28916_.jpg,2.9791666666666665,3.2,session414_iaa_pub28916_.jpg,training
15330,session244,iaa_pub17077_.jpg,3.3035714285714284,3.4678571428571425,session244_iaa_pub17077_.jpg,training
15612,session399,iaa_pub27901_.jpg,2.806451612903226,3.106451612903226,session399_iaa_pub27901_.jpg,training
23063,session424,iaa_pub29620_.jpg,1.72,1.74,session424_iaa_pub29620_.jpg,training
30406,session135,iaa_pub9423_.jpg,3.2222222222222223,3.4296296296296296,session135_iaa_pub9423_.jpg,training
26463,session270,iaa_pub18842_.jpg,3.36,3.652,session270_iaa_pub18842_.jpg,training
8762,session392,iaa_pub27413_.jpg,3.7291666666666665,3.8958333333333335,session392_iaa_pub27413_.jpg,test
28252,session106,iaa_pub7369_.jpg,3.18,3.504,session106_iaa_pub7369_.jpg,training
9785,session26,iaa_pub1813_.jpg,3.5,3.78,session26_iaa_pub1813_.jpg,training
11346,session425,iaa_pub29692_.jpg,3.06,3.192,session425_iaa_pub29692_.jpg,training
10668,session280,iaa_pub19554_.jpg,3.52,3.676,session280_iaa_pub19554_.jpg,training
29928,session84,iaa_pub5872_.jpg,3.8333333333333335,3.911111111111112,session84_iaa_pub5872_.jpg,training
3153,session370,iaa_pub25867_.jpg,2.9714285714285715,3.142857142857143,session370_iaa_pub25867_.jpg,training
12879,session314,iaa_pub21979_.jpg,3.36,3.644,session314_iaa_pub21979_.jpg,training
924,session77,iaa_pub5326_.jpg,2.32,2.584,session77_iaa_pub5326_.jpg,training
1874,session272,iaa_pub19032_.jpg,3.36,3.624,session272_iaa_pub19032_.jpg,training
26827,session399,iaa_pub27926_.jpg,2.2096774193548385,2.383870967741936,session399_iaa_pub27926_.jpg,training
5330,session318,iaa_pub22215_.jpg,3.145833333333333,3.358333333333333,session318_iaa_pub22215_.jpg,training
2202,session71,iaa_pub4910_.jpg,3.467741935483871,3.7,session71_iaa_pub4910_.jpg,training
7588,session182,iaa_pub12689_.jpg,3.34,3.564,session182_iaa_pub12689_.jpg,training
7498,session406,iaa_pub28382_.jpg,3.5806451612903225,3.70967741935484,session406_iaa_pub28382_.jpg,validation
14998,session17,iaa_pub1133_.jpg,3.787878787878788,3.863636363636364,session17_iaa_pub1133_.jpg,training
2158,session313,iaa_pub21901_.jpg,3.24,3.512,session313_iaa_pub21901_.jpg,training
549,session221,iaa_pub15418_.jpg,3.173076923076923,3.4884615384615385,session221_iaa_pub15418_.jpg,training
4068,session41,iaa_pub2860_.jpg,1.82,1.948,session41_iaa_pub2860_.jpg,training
