,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
3494,spaq,03495.jpg,67.5,62.75,71.09,70.09,64.42,66.73,3.7872340425531914,training
3789,spaq,03790.jpg,52.0,44.0,40.0,49.17,38.33,40.0,3.127659574468085,test
1837,spaq,01838.jpg,50.22,46.78,64.22,63.25,55.78,41.56,3.051914893617021,training
3157,spaq,03158.jpg,73.17,78.33,74.17,81.17,75.17,69.17,4.028510638297872,training
6290,spaq,06291.jpg,32.33,45.67,39.33,45.67,24.0,26.67,2.2906382978723405,test
7508,spaq,07509.jpg,82.67,81.5,82.83,78.83,74.33,81.83,4.432765957446809,training
1487,spaq,01488.jpg,28.78,29.89,51.33,26.33,49.89,26.44,2.1395744680851063,training
7258,spaq,07259.jpg,90.5,87.0,84.0,87.0,85.0,85.5,4.76595744680851,training
3544,spaq,03545.jpg,45.42,59.27,63.5,57.08,42.92,29.42,2.8476595744680853,test
631,spaq,00632.jpg,33.29,55.29,43.29,46.0,47.17,14.5,2.3314893617021277,training
7004,spaq,07005.jpg,40.0,34.71,57.71,47.67,50.71,34.43,2.617021276595745,training
3782,spaq,03783.jpg,29.43,35.71,47.14,36.0,27.57,21.57,2.1672340425531913,training
3474,spaq,03475.jpg,71.7,64.91,70.6,66.2,67.55,67.56,3.9659574468085106,validation
2434,spaq,02435.jpg,18.33,26.63,40.11,35.89,25.25,25.0,1.6948936170212765,training
1933,spaq,01934.jpg,67.33,67.44,68.22,73.88,70.75,58.44,3.78,test
4835,spaq,04836.jpg,21.09,47.18,51.45,33.6,31.73,9.55,1.8123404255319149,training
10923,spaq,10924.jpg,37.14,69.86,64.57,64.71,26.5,33.57,2.4953191489361704,training
1834,spaq,01835.jpg,38.23,52.23,59.67,54.08,24.33,37.38,2.5417021276595744,validation
5862,spaq,05863.jpg,16.4,23.8,23.0,20.6,11.0,12.6,1.6127659574468085,test
848,spaq,00849.jpg,71.0,70.79,75.0,69.53,64.53,71.07,3.9361702127659575,training
10018,spaq,10019.jpg,29.08,59.15,55.69,53.77,34.0,10.25,2.1523404255319147,validation
6790,spaq,06791.jpg,78.5,73.5,86.5,82.0,74.0,80.0,4.25531914893617,training
9623,spaq,09624.jpg,54.17,47.0,53.83,59.83,46.0,58.0,3.2199999999999998,training
8887,spaq,08888.jpg,81.63,84.86,81.38,82.25,83.57,78.88,4.3885106382978725,training
8906,spaq,08907.jpg,63.33,63.57,77.14,73.29,63.86,70.71,3.6097872340425528,training
8842,spaq,08843.jpg,85.71,86.75,86.63,86.5,87.13,85.14,4.562127659574468,training
10213,spaq,10214.jpg,32.86,50.33,59.5,49.43,38.71,17.86,2.313191489361702,test
2458,spaq,02459.jpg,83.0,88.9,88.2,85.27,81.82,85.9,4.446808510638298,training
9837,spaq,09838.jpg,11.0,25.5,35.88,23.5,21.57,13.13,1.3829787234042552,training
10102,spaq,10103.jpg,20.5,19.0,34.0,21.17,39.13,31.14,1.7872340425531914,training
499,spaq,00500.jpg,40.5,66.43,60.69,54.93,41.21,22.29,2.6382978723404253,test
1792,spaq,01793.jpg,58.85,59.54,60.67,58.0,55.69,61.92,3.4191489361702128,test
9443,spaq,09444.jpg,76.88,71.75,76.88,76.0,73.0,75.75,4.186382978723404,training
10762,spaq,10763.jpg,53.14,46.14,65.86,50.57,67.33,58.29,3.1761702127659572,test
2165,spaq,02166.jpg,41.85,44.54,41.0,46.79,46.07,38.69,2.695744680851064,training
1226,spaq,01227.jpg,12.13,62.13,25.88,41.13,27.88,9.0,1.431063829787234,training
8844,spaq,08845.jpg,74.56,65.67,73.0,75.56,79.25,74.44,4.087659574468085,training
2641,spaq,02642.jpg,66.36,70.5,63.55,66.64,67.27,72.6,3.738723404255319,test
6541,spaq,06542.jpg,49.57,61.0,66.71,62.86,38.57,43.0,3.024255319148936,training
318,spaq,00319.jpg,28.18,49.36,52.91,46.27,29.09,17.45,2.1140425531914895,training
3510,spaq,03511.jpg,63.46,63.15,67.0,68.42,73.46,70.17,3.61531914893617,test
7525,spaq,07526.jpg,78.14,79.43,76.71,80.14,70.57,79.29,4.24,training
3460,spaq,03461.jpg,33.4,56.57,52.0,49.86,44.13,20.5,2.3361702127659574,training
1195,spaq,01196.jpg,43.11,69.67,73.5,69.22,54.78,41.89,2.7493617021276595,training
6642,spaq,06643.jpg,68.33,61.0,74.33,65.33,78.5,76.0,3.8225531914893613,training
6923,spaq,06924.jpg,38.0,46.75,48.25,52.25,34.25,33.0,2.5319148936170213,training
1898,spaq,01899.jpg,25.89,57.63,56.56,47.56,34.11,20.89,2.016595744680851,training
7946,spaq,07947.jpg,50.0,57.0,66.33,63.33,49.0,49.67,3.0425531914893615,training
4697,spaq,04698.jpg,16.25,39.75,39.38,35.13,36.25,9.63,1.606382978723404,training
1015,spaq,01016.jpg,38.14,64.29,63.43,52.25,28.75,25.63,2.537872340425532,validation
9818,spaq,09819.jpg,89.43,86.0,90.83,87.5,86.29,90.14,4.720425531914894,training
300,spaq,00301.jpg,58.9,70.3,66.5,65.8,60.9,53.5,3.4212765957446805,test
7966,spaq,07967.jpg,46.33,62.33,69.67,65.33,55.5,40.83,2.8863829787234043,training
1817,spaq,01818.jpg,65.21,67.79,73.46,67.23,67.77,65.0,3.689787234042553,test
11050,spaq,11051.jpg,27.5,52.5,50.83,42.17,31.33,23.67,2.0851063829787235,training
6076,spaq,06077.jpg,76.78,75.0,75.44,74.44,71.56,79.0,4.182127659574468,training
939,spaq,00940.jpg,42.58,58.4,61.25,50.53,34.07,18.38,2.7268085106382975,training
886,spaq,00887.jpg,43.57,60.36,67.85,51.14,45.43,29.36,2.7689361702127657,training
7205,spaq,07206.jpg,73.2,70.8,71.4,72.0,72.0,66.6,4.029787234042553,training
2772,spaq,02773.jpg,41.22,41.06,45.06,41.56,36.28,28.94,2.6689361702127656,training
6390,spaq,06391.jpg,82.6,80.6,82.6,78.9,73.9,80.9,4.429787234042553,training
5225,spaq,05226.jpg,49.0,28.8,35.0,39.4,55.6,62.8,3.0,training
7780,spaq,07781.jpg,60.14,64.0,56.29,55.86,57.86,47.0,3.4740425531914894,test
8689,spaq,08690.jpg,52.25,52.88,58.57,65.86,47.5,46.38,3.1382978723404253,training
1176,spaq,01177.jpg,53.11,66.63,64.57,67.63,43.33,57.22,3.1748936170212763,training
8629,spaq,08630.jpg,66.2,75.6,79.0,75.4,58.0,70.4,3.731914893617021,test
5654,spaq,05655.jpg,40.88,47.38,49.88,45.11,37.25,33.67,2.654468085106383,training
4481,spaq,04482.jpg,69.86,73.14,74.17,73.43,56.71,65.86,3.887659574468085,training
3642,spaq,03643.jpg,42.18,55.55,63.4,52.6,30.6,37.0,2.7097872340425533,training
3021,spaq,03022.jpg,51.29,57.43,65.14,52.86,44.0,41.29,3.097446808510638,validation
11124,spaq,11125.jpg,10.8,30.2,43.4,34.6,32.2,8.5,1.374468085106383,training
2178,spaq,02179.jpg,80.83,81.5,79.17,79.67,79.83,81.33,4.354468085106383,training
6104,spaq,06105.jpg,84.5,87.67,83.83,85.0,82.33,80.33,4.51063829787234,training
635,spaq,00636.jpg,27.33,11.67,21.67,25.67,64.6,37.67,2.077872340425532,training
11010,spaq,11011.jpg,38.86,68.57,73.17,63.43,57.14,19.43,2.568510638297872,training
7792,spaq,07793.jpg,28.29,15.86,17.67,17.83,37.71,35.14,2.118723404255319,training
3679,spaq,03680.jpg,35.25,53.0,65.09,53.83,42.08,28.82,2.4148936170212765,training
8583,spaq,08584.jpg,78.5,80.25,72.25,75.5,78.0,79.5,4.25531914893617,training
7965,spaq,07966.jpg,57.83,72.17,73.0,73.0,65.67,49.67,3.3757446808510636,training
5725,spaq,05726.jpg,37.0,47.13,47.13,45.0,47.0,21.88,2.4893617021276597,training
4208,spaq,04209.jpg,71.77,73.33,73.0,70.17,78.83,74.0,3.9689361702127655,test
8742,spaq,08743.jpg,46.44,28.67,45.63,43.25,53.89,38.75,2.891063829787234,test
6303,spaq,06304.jpg,15.0,35.33,32.67,37.17,29.33,14.0,1.5531914893617023,training
3296,spaq,03297.jpg,61.14,41.71,57.29,56.57,59.0,73.5,3.516595744680851,test
3376,spaq,03377.jpg,24.22,43.2,50.0,32.7,35.11,15.2,1.9455319148936168,test
7615,spaq,07616.jpg,30.83,49.0,51.33,37.17,36.5,20.33,2.2268085106382975,training
984,spaq,00985.jpg,70.73,67.09,80.33,66.64,69.27,70.36,3.9246808510638296,test
8587,spaq,08588.jpg,43.0,46.5,50.0,53.33,33.83,39.5,2.74468085106383,training
1119,spaq,01120.jpg,47.2,37.4,40.6,45.5,50.2,53.8,2.923404255319149,training
9522,spaq,09523.jpg,72.14,69.57,71.86,71.57,67.14,68.71,3.9846808510638296,test
3706,spaq,03707.jpg,59.22,58.33,73.0,58.22,64.11,58.89,3.4348936170212765,test
8555,spaq,08556.jpg,64.25,68.5,63.75,60.25,61.0,61.25,3.6489361702127656,training
1354,spaq,01355.jpg,61.45,69.27,75.0,70.82,73.91,55.91,3.529787234042553,training
3875,spaq,03876.jpg,85.93,81.0,85.79,82.93,84.31,83.21,4.571489361702128,training
4327,spaq,04328.jpg,53.25,61.64,57.36,58.27,53.55,55.45,3.180851063829787,training
2234,spaq,02235.jpg,52.75,39.5,53.75,61.75,53.75,48.75,3.1595744680851063,training
5687,spaq,05688.jpg,67.86,69.14,62.86,60.86,62.29,75.5,3.8025531914893613,test
8667,spaq,08668.jpg,91.25,93.75,89.5,90.75,92.5,92.5,4.797872340425532,training
5370,spaq,05371.jpg,32.33,59.38,46.67,37.44,26.89,18.11,2.2906382978723405,training
7442,spaq,07443.jpg,28.13,47.38,50.38,47.0,29.14,14.13,2.1119148936170213,training
10286,spaq,10287.jpg,46.25,35.71,53.88,56.38,31.0,47.5,2.882978723404255,training
5781,spaq,05782.jpg,76.56,72.75,81.63,80.38,78.38,79.0,4.172765957446809,training
3716,spaq,03717.jpg,75.5,65.15,69.54,68.92,72.5,72.0,4.127659574468085,training
1673,spaq,01674.jpg,51.88,51.5,64.14,49.5,41.14,48.38,3.1225531914893616,training
2325,spaq,02326.jpg,29.22,45.91,59.3,51.9,36.36,14.78,2.1582978723404254,training
10566,spaq,10567.jpg,22.71,41.57,45.29,36.86,30.71,8.83,1.8812765957446809,training
1734,spaq,01735.jpg,72.25,68.38,77.5,69.75,78.86,67.5,3.9893617021276593,test
8251,spaq,08252.jpg,39.75,52.5,46.25,49.0,58.25,36.75,2.606382978723404,training
8065,spaq,08066.jpg,73.14,81.5,84.29,78.71,75.43,74.57,4.027234042553191,training
270,spaq,00271.jpg,66.92,67.0,69.33,68.62,65.38,72.85,3.7625531914893617,validation
10359,spaq,10360.jpg,43.8,53.5,51.67,48.67,53.0,30.5,2.778723404255319,training
8162,spaq,08163.jpg,76.83,74.0,76.17,74.83,70.5,75.0,4.184255319148936,training
6710,spaq,06711.jpg,57.0,58.57,59.14,56.0,56.0,53.71,3.340425531914893,training
10278,spaq,10279.jpg,32.38,61.63,50.75,56.38,44.25,20.5,2.2927659574468087,training
5488,spaq,05489.jpg,26.63,52.5,61.71,42.88,32.75,27.63,2.048085106382979,training
6014,spaq,06015.jpg,80.25,68.5,76.75,73.25,62.0,78.0,4.329787234042553,training
9030,spaq,09031.jpg,49.5,60.17,54.5,63.33,43.17,36.83,3.0212765957446805,training
8753,spaq,08754.jpg,71.25,69.75,80.0,67.5,76.0,64.0,3.9468085106382977,training
663,spaq,00664.jpg,36.0,52.29,53.0,50.86,58.17,20.29,2.4468085106382977,training
3080,spaq,03081.jpg,14.29,44.14,51.71,48.71,52.43,13.43,1.5229787234042553,training
4287,spaq,04288.jpg,62.8,53.91,63.7,59.27,69.9,71.3,3.5872340425531912,validation
11082,spaq,11083.jpg,19.33,52.33,55.17,35.67,21.83,13.83,1.7374468085106383,training
10314,spaq,10315.jpg,39.14,58.29,57.29,58.14,47.86,26.57,2.5804255319148934,training
164,spaq,00165.jpg,79.89,73.0,80.5,75.0,76.0,78.0,4.314468085106383,training
10571,spaq,10572.jpg,76.0,62.86,63.71,64.57,67.43,74.0,4.148936170212766,training
7084,spaq,07085.jpg,29.83,65.0,63.0,64.0,51.33,17.67,2.184255319148936,training
5181,spaq,05182.jpg,24.6,54.8,53.4,49.4,47.6,6.4,1.9617021276595743,training
6993,spaq,06994.jpg,25.0,67.91,63.17,51.08,50.36,24.27,1.978723404255319,training
4369,spaq,04370.jpg,54.13,61.0,62.2,54.4,56.29,56.13,3.2182978723404254,training
9978,spaq,09979.jpg,24.29,56.57,44.71,44.29,25.71,14.86,1.948510638297872,training
718,spaq,00719.jpg,43.21,54.07,63.13,60.67,47.07,26.6,2.753617021276596,test
6579,spaq,06580.jpg,74.0,75.14,79.14,74.86,68.0,78.43,4.0638297872340425,training
2653,spaq,02654.jpg,24.22,40.6,47.1,43.5,38.4,10.11,1.9455319148936168,training
7604,spaq,07605.jpg,35.43,54.86,58.71,61.71,47.57,23.14,2.4225531914893614,training
9632,spaq,09633.jpg,57.71,51.0,55.71,62.29,62.43,60.86,3.37063829787234,test
6823,spaq,06824.jpg,27.5,31.0,54.0,44.5,14.5,23.0,2.0851063829787235,training
3126,spaq,03127.jpg,71.63,76.0,76.29,75.71,77.13,68.63,3.962978723404255,training
10254,spaq,10255.jpg,68.5,59.88,69.75,68.88,72.29,71.25,3.829787234042553,training
5068,spaq,05069.jpg,51.55,46.5,66.1,55.8,48.91,57.55,3.108510638297872,test
1213,spaq,01214.jpg,32.5,69.13,67.75,64.63,59.38,27.5,2.2978723404255317,validation
7282,spaq,07283.jpg,74.75,73.0,83.25,83.25,82.25,74.5,4.095744680851064,training
1701,spaq,01702.jpg,21.0,37.75,35.29,37.0,27.14,22.13,1.8085106382978724,training
5580,spaq,05581.jpg,13.83,26.67,20.17,19.67,8.6,10.33,1.503404255319149,test
5413,spaq,05414.jpg,79.83,74.0,74.33,70.5,68.33,79.0,4.311914893617021,training
697,spaq,00698.jpg,49.0,29.0,51.29,40.71,60.17,44.57,3.0,test
5572,spaq,05573.jpg,50.5,58.0,52.75,52.63,62.0,46.5,3.0638297872340425,training
5753,spaq,05754.jpg,64.33,55.75,63.88,65.38,65.63,72.5,3.6523404255319147,test
5830,spaq,05831.jpg,42.4,56.8,59.8,50.2,49.0,32.0,2.7191489361702126,training
597,spaq,00598.jpg,78.7,80.0,78.84,77.47,80.44,82.21,4.263829787234043,training
4237,spaq,04238.jpg,19.92,11.73,47.77,25.2,39.31,23.58,1.7625531914893617,training
4005,spaq,04006.jpg,78.69,74.67,76.15,74.5,77.69,77.17,4.2634042553191485,training
3799,spaq,03800.jpg,66.0,64.67,66.0,63.17,65.83,62.67,3.723404255319149,test
10269,spaq,10270.jpg,32.75,68.29,61.38,57.25,35.5,17.38,2.3085106382978724,training
1344,spaq,01345.jpg,62.85,59.46,69.08,64.38,63.54,64.08,3.5893617021276594,test
7211,spaq,07212.jpg,34.0,48.67,34.0,42.67,37.33,15.33,2.361702127659574,training
1198,spaq,01199.jpg,27.78,22.75,40.44,42.89,44.13,39.22,2.0970212765957448,training
10313,spaq,10314.jpg,15.14,27.57,37.29,32.43,37.86,15.57,1.5591489361702129,test
3117,spaq,03118.jpg,74.13,76.38,74.5,75.63,68.63,73.25,4.06936170212766,training
5598,spaq,05599.jpg,64.83,65.83,67.5,71.17,63.17,60.83,3.6736170212765953,test
223,spaq,00224.jpg,19.08,43.36,45.92,38.25,37.42,8.82,1.7268085106382978,training
1145,spaq,01146.jpg,27.38,43.13,55.0,46.29,42.25,19.0,2.08,training
111,spaq,00112.jpg,27.88,56.13,47.14,60.57,44.0,15.71,2.1012765957446806,training
4090,spaq,04091.jpg,70.21,73.79,70.93,73.33,70.0,71.5,3.9025531914893614,training
4164,spaq,04165.jpg,19.33,34.0,45.17,18.0,28.33,14.5,1.7374468085106383,training
10515,spaq,10516.jpg,41.67,53.5,61.17,49.67,43.83,39.33,2.688085106382979,training
7353,spaq,07354.jpg,23.67,36.67,36.0,31.67,29.67,11.17,1.922127659574468,training
7916,spaq,07917.jpg,38.67,46.5,55.5,58.0,43.33,29.33,2.560425531914894,training
8461,spaq,08462.jpg,36.67,54.0,59.67,56.0,32.0,32.0,2.4753191489361703,training
887,spaq,00888.jpg,22.79,19.85,43.93,23.29,34.07,22.43,1.8846808510638298,training
2479,spaq,02480.jpg,60.6,65.7,57.6,62.9,54.2,59.7,3.4936170212765956,training
3635,spaq,03636.jpg,22.27,63.27,48.27,43.82,36.73,21.18,1.8625531914893616,training
11096,spaq,11097.jpg,71.33,62.83,79.17,68.0,74.83,67.17,3.9502127659574464,training
3550,spaq,03551.jpg,70.27,79.55,84.42,77.0,74.0,64.45,3.905106382978723,training
665,spaq,00666.jpg,57.43,53.14,61.0,56.71,67.5,59.71,3.358723404255319,validation
870,spaq,00871.jpg,72.75,73.73,77.92,75.33,74.58,74.25,4.01063829787234,training
562,spaq,00563.jpg,81.58,79.89,83.33,83.0,81.94,84.61,4.386382978723404,training
6822,spaq,06823.jpg,28.33,40.33,61.33,38.33,27.33,31.33,2.1204255319148935,training
6659,spaq,06660.jpg,11.5,16.83,16.0,11.67,20.5,13.67,1.4042553191489362,training
7623,spaq,07624.jpg,38.5,36.67,50.33,40.0,25.67,22.5,2.5531914893617023,training
9328,spaq,09329.jpg,20.0,31.89,36.44,28.44,31.33,16.33,1.7659574468085106,training
6714,spaq,06715.jpg,15.0,26.67,11.5,12.0,19.33,12.67,1.5531914893617023,training
1023,spaq,01024.jpg,32.25,48.0,53.29,51.75,35.75,18.0,2.2872340425531914,training
4819,spaq,04820.jpg,26.1,36.36,45.82,37.73,37.55,22.55,2.025531914893617,training
3027,spaq,03028.jpg,34.57,21.33,45.86,20.33,40.57,24.5,2.3859574468085105,training
8966,spaq,08967.jpg,73.63,70.5,84.14,74.25,79.43,71.75,4.048085106382978,training
10351,spaq,10352.jpg,63.14,54.86,75.5,66.71,60.43,66.14,3.6017021276595744,test
5049,spaq,05050.jpg,52.55,64.4,70.6,63.8,60.36,42.55,3.1510638297872338,test
4833,spaq,04834.jpg,41.0,46.69,46.0,44.15,38.31,36.85,2.6595744680851063,training
1150,spaq,01151.jpg,65.25,67.88,75.86,73.57,67.0,68.5,3.6914893617021276,validation
351,spaq,00352.jpg,57.71,64.18,63.88,60.71,56.29,52.59,3.37063829787234,training
7145,spaq,07146.jpg,57.17,60.33,63.17,62.33,48.67,39.17,3.347659574468085,validation
7745,spaq,07746.jpg,71.2,71.6,77.2,75.0,70.4,76.6,3.9446808510638296,training
3676,spaq,03677.jpg,31.18,53.09,64.1,52.55,40.55,25.0,2.2417021276595746,training
5878,spaq,05879.jpg,38.2,58.6,45.0,54.2,54.4,22.4,2.540425531914894,training
6150,spaq,06151.jpg,25.0,68.0,59.0,73.33,26.17,18.5,1.978723404255319,training
9886,spaq,09887.jpg,50.0,65.0,69.0,68.75,52.75,35.25,3.0425531914893615,test
10519,spaq,10520.jpg,58.33,63.67,61.17,65.17,63.33,63.33,3.3970212765957446,training
5311,spaq,05312.jpg,16.38,46.0,53.88,43.63,45.25,7.5,1.6119148936170213,training
8122,spaq,08123.jpg,67.5,56.5,71.67,66.0,66.33,72.17,3.7872340425531914,test
8019,spaq,08020.jpg,72.0,61.5,72.67,75.0,70.5,70.83,3.978723404255319,validation
10182,spaq,10183.jpg,36.43,27.17,27.5,27.43,55.0,51.29,2.4651063829787234,training
43,spaq,00044.jpg,34.17,44.17,47.33,50.17,43.33,37.0,2.368936170212766,training
6772,spaq,06773.jpg,37.8,31.4,43.6,42.8,34.8,31.8,2.5234042553191487,training
8324,spaq,08325.jpg,70.22,76.11,79.22,78.22,66.3,72.22,3.9029787234042552,test
9396,spaq,09397.jpg,51.43,74.43,63.0,72.5,49.71,37.43,3.1034042553191488,test
8058,spaq,08059.jpg,52.57,57.71,65.0,62.57,57.43,39.71,3.151914893617021,test
5798,spaq,05799.jpg,34.89,52.0,53.0,48.25,45.63,21.67,2.3995744680851065,training
2959,spaq,02960.jpg,20.3,21.55,37.8,22.9,9.8,18.27,1.7787234042553193,training
10488,spaq,10489.jpg,29.17,60.17,63.0,52.0,34.5,13.67,2.1561702127659577,training
5037,spaq,05038.jpg,17.5,39.38,28.25,17.25,40.75,8.88,1.6595744680851063,validation
356,spaq,00357.jpg,18.15,25.44,36.6,23.45,18.22,15.2,1.6872340425531913,training
10542,spaq,10543.jpg,59.33,69.67,66.67,71.67,58.33,44.17,3.439574468085106,test
149,spaq,00150.jpg,79.0,69.33,78.11,77.44,77.44,73.22,4.276595744680851,training
2924,spaq,02925.jpg,67.38,54.76,73.4,66.06,65.44,67.63,3.7821276595744675,test
1007,spaq,01008.jpg,61.5,59.25,76.14,60.38,60.88,58.0,3.5319148936170213,training
1862,spaq,01863.jpg,25.5,47.22,55.1,40.1,35.6,16.1,2.0,training
2906,spaq,02907.jpg,66.61,65.32,67.94,66.11,62.28,69.72,3.7493617021276595,validation
5893,spaq,05894.jpg,47.09,47.91,56.64,49.91,30.45,38.25,2.918723404255319,training
3619,spaq,03620.jpg,16.58,53.42,42.33,31.42,35.42,9.36,1.6204255319148935,training
10717,spaq,10718.jpg,65.2,47.2,55.0,54.4,64.0,62.4,3.6893617021276595,test
5124,spaq,05125.jpg,80.3,84.33,87.7,82.7,84.89,82.67,4.3319148936170215,training
9897,spaq,09898.jpg,71.5,68.75,73.25,72.0,67.5,73.75,3.957446808510638,training
2844,spaq,02845.jpg,27.18,60.19,65.38,60.19,45.47,19.07,2.0714893617021275,test
4962,spaq,04963.jpg,32.0,50.63,55.88,55.25,31.75,24.29,2.276595744680851,training
176,spaq,00177.jpg,79.2,78.0,77.6,75.5,83.3,75.1,4.285106382978723,training
5477,spaq,05478.jpg,26.0,65.14,49.88,45.63,35.88,11.88,2.021276595744681,training
10900,spaq,10901.jpg,21.71,38.33,21.57,28.57,23.83,24.43,1.838723404255319,training
6870,spaq,06871.jpg,23.5,34.75,34.0,35.75,22.75,7.0,1.9148936170212765,training
445,spaq,00446.jpg,35.25,71.43,63.63,60.75,50.75,17.13,2.4148936170212765,training
695,spaq,00696.jpg,38.57,57.29,50.86,51.14,40.0,31.71,2.5561702127659576,test
115,spaq,00116.jpg,54.63,60.88,66.43,61.86,72.29,58.63,3.2395744680851064,test
7609,spaq,07610.jpg,61.8,58.0,58.8,62.8,51.2,55.6,3.5446808510638297,test
10248,spaq,10249.jpg,71.13,74.29,64.88,70.75,66.13,69.38,3.9417021276595743,training
9010,spaq,09011.jpg,69.5,59.67,66.83,66.33,60.67,59.67,3.8723404255319145,test
9407,spaq,09408.jpg,83.0,77.29,74.43,79.57,76.71,84.43,4.446808510638298,training
10024,spaq,10025.jpg,27.0,62.85,65.23,55.15,53.08,8.73,2.0638297872340425,training
4308,spaq,04309.jpg,61.83,63.0,67.4,60.83,64.0,63.45,3.54595744680851,training
3119,spaq,03120.jpg,63.71,78.0,71.86,71.57,70.14,57.86,3.6259574468085103,training
9928,spaq,09929.jpg,31.75,59.5,65.25,60.25,44.25,22.75,2.2659574468085104,training
8241,spaq,08242.jpg,70.67,65.67,71.83,68.5,74.83,76.0,3.922127659574468,training
2317,spaq,02318.jpg,60.11,55.0,66.0,58.3,37.82,54.3,3.4727659574468084,training
4666,spaq,04667.jpg,87.67,86.83,90.33,87.33,88.33,85.67,4.645531914893617,training
234,spaq,00235.jpg,18.53,42.38,40.0,34.93,35.29,9.79,1.7034042553191489,test
9725,spaq,09726.jpg,71.6,69.2,80.2,72.4,72.6,69.6,3.961702127659574,test
3844,spaq,03845.jpg,19.57,30.57,29.86,23.86,32.14,16.43,1.7476595744680852,training
4900,spaq,04901.jpg,30.88,56.13,62.25,60.13,22.0,21.43,2.2289361702127657,training
214,spaq,00215.jpg,13.83,9.91,27.67,16.55,18.36,17.42,1.503404255319149,training
981,spaq,00982.jpg,21.67,48.88,55.14,38.0,25.11,13.78,1.8370212765957448,training
6399,spaq,06400.jpg,19.75,50.38,53.25,46.75,33.63,13.25,1.7553191489361701,training
8868,spaq,08869.jpg,55.75,67.75,69.13,64.25,56.13,39.25,3.2872340425531914,training
4423,spaq,04424.jpg,44.44,39.22,47.67,43.67,39.5,36.0,2.8059574468085104,training
4935,spaq,04936.jpg,35.29,56.0,53.43,55.57,41.86,31.71,2.416595744680851,training
2303,spaq,02304.jpg,48.67,61.22,53.67,55.13,30.22,50.44,2.9859574468085106,training
3475,spaq,03476.jpg,75.36,76.45,77.0,77.0,76.36,78.9,4.121702127659574,training
4074,spaq,04075.jpg,41.91,41.0,37.17,42.92,48.17,47.36,2.6982978723404254,training
852,spaq,00853.jpg,47.6,41.27,66.67,45.14,55.4,53.21,2.9404255319148933,test
1378,spaq,01379.jpg,83.8,86.2,85.9,84.4,81.73,84.2,4.480851063829787,training
7733,spaq,07734.jpg,29.4,57.8,56.8,55.8,55.8,20.8,2.1659574468085103,test
1177,spaq,01178.jpg,46.5,53.38,65.0,62.43,39.38,40.38,2.8936170212765955,training
4656,spaq,04657.jpg,87.57,82.0,88.29,85.71,86.0,87.86,4.641276595744681,training
4628,spaq,04629.jpg,10.14,28.43,41.14,19.0,25.17,7.17,1.3463829787234043,training
1476,spaq,01477.jpg,59.7,60.67,63.6,56.11,69.7,61.2,3.4553191489361703,test
10965,spaq,10966.jpg,69.14,65.0,76.33,69.14,78.14,78.14,3.8570212765957446,test
5825,spaq,05826.jpg,64.71,61.71,53.33,65.14,60.14,68.86,3.668510638297872,training
10945,spaq,10946.jpg,41.43,42.43,52.43,57.29,60.83,47.86,2.677872340425532,training
4629,spaq,04630.jpg,35.33,41.5,50.5,42.33,42.17,31.33,2.4182978723404256,test
4279,spaq,04280.jpg,24.2,40.36,40.5,36.0,28.9,17.0,1.9446808510638296,training
5148,spaq,05149.jpg,82.55,83.0,84.45,82.25,75.55,82.17,4.427659574468085,training
9069,spaq,09070.jpg,51.4,71.6,73.0,68.6,58.6,38.4,3.102127659574468,test
5835,spaq,05836.jpg,73.71,66.14,71.57,74.43,72.57,73.14,4.051489361702127,training
638,spaq,00639.jpg,73.14,67.43,72.5,73.86,71.33,80.83,4.027234042553191,training
1683,spaq,01684.jpg,59.88,76.88,76.38,74.75,67.0,59.5,3.4629787234042553,test
210,spaq,00211.jpg,46.92,49.36,52.36,50.91,41.5,35.82,2.911489361702128,test
3928,spaq,03929.jpg,58.09,54.55,68.9,59.64,67.0,60.18,3.3868085106382977,training
10545,spaq,10546.jpg,31.0,42.5,61.0,49.5,39.83,19.67,2.234042553191489,training
8694,spaq,08695.jpg,53.11,64.89,73.5,69.5,52.11,51.0,3.1748936170212763,validation
8943,spaq,08944.jpg,35.5,56.33,57.0,49.83,17.5,23.67,2.425531914893617,test
4999,spaq,05000.jpg,47.0,62.56,61.75,54.78,39.33,52.67,2.9148936170212765,training
6434,spaq,06435.jpg,25.88,56.88,54.0,50.5,33.38,17.88,2.0161702127659575,training
1772,spaq,01773.jpg,68.38,72.08,49.75,56.38,81.58,83.08,3.8246808510638295,test
4086,spaq,04087.jpg,52.3,70.45,76.9,68.73,51.82,51.7,3.1404255319148935,test
4392,spaq,04393.jpg,78.0,72.5,74.8,79.0,71.71,72.06,4.23404255319149,training
8340,spaq,08341.jpg,86.33,87.0,85.83,84.5,87.0,84.33,4.588510638297873,training
9734,spaq,09735.jpg,12.56,30.8,24.5,26.2,23.22,11.7,1.4493617021276597,training
7441,spaq,07442.jpg,53.88,42.25,53.0,50.5,49.5,56.88,3.207659574468085,training
2500,spaq,02501.jpg,50.1,68.4,67.7,62.5,39.7,39.1,3.046808510638298,test
10871,spaq,10872.jpg,42.5,44.67,45.67,41.83,47.83,39.0,2.723404255319149,test
7045,spaq,07046.jpg,77.0,76.29,76.43,85.83,76.14,74.86,4.191489361702128,training
